"Year","depart","land","lat1","lon1","state.x","lat2","lon2","state.y"
1998,"ORD","STL",41.978603,-87.904842,"Illinois",38.748697,-90.370028,"Missouri"
2008,"ABQ","MHT",35.0402222,-106.6091944,"New Mexico",42.932556,-71.435667,"New Hampshire"
2000,"DTW","BWI",42.212444,-83.353389,"Michigan",39.175361,-76.668333,"Maryland"
2011,"LGB","ISP",33.817722,-118.151611,"California",40.79525,-73.100222,"New York"
1997,"BOS","MSY",42.364347,-71.005181,"Massachusetts",29.993389,-90.258028,"Louisiana"
2002,"OAK","PBI",37.721278,-122.220722,"California",26.683161,-80.095589,"Florida"
2006,"ONT","SYR",34.056,-117.601194,"California",43.111187,-76.106311,"New York"
2008,"MEM","FLL",35.042417,-89.976667,"Tennessee",26.072583,-80.15275,"Florida"
2002,"SNA","TUS",33.675667,-117.868222,"California",32.116083,-110.941028,"Arizona"
1997,"DFW","PHF",32.896828,-97.037997,"Texas",37.131894,-76.492989,"Virginia"
2001,"CAK","LGA",40.9160833,-81.4421944,"Ohio",40.777245,-73.872608,"New York"
1996,"CVG","ISP",39.048836,-84.667822,"Kentucky",40.79525,-73.100222,"New York"
2000,"CAK","DFW",40.9160833,-81.4421944,"Ohio",32.896828,-97.037997,"Texas"
2005,"ROC","DCA",43.118866,-77.672389,"New York",38.852083,-77.037722,"District of Columbia"
2003,"SAT","DCA",29.533694,-98.469778,"Texas",38.852083,-77.037722,"District of Columbia"
2003,"BOS","PBI",42.364347,-71.005181,"Massachusetts",26.683161,-80.095589,"Florida"
1998,"DTW","JAX",42.212444,-83.353389,"Michigan",30.494056,-81.687861,"Florida"
2013,"FLL","MSP",26.072583,-80.15275,"Florida",44.881956,-93.221767,"Minnesota"
2010,"BOI","OAK",43.564361,-116.222861,"Idaho",37.721278,-122.220722,"California"
2010,"FLL","SAN",26.072583,-80.15275,"Florida",32.733556,-117.189667,"California"
1993,"MDW","JAX",41.785972,-87.752417,"Illinois",30.494056,-81.687861,"Florida"
2000,"ABQ","DAL",35.0402222,-106.6091944,"New Mexico",32.847111,-96.851778,"Texas"
1996,"ABQ","ONT",35.0402222,-106.6091944,"New Mexico",34.056,-117.601194,"California"
2001,"TPA","PBI",27.975472,-82.53325,"Florida",26.683161,-80.095589,"Florida"
2012,"HPN","PIT",41.066959,-73.707575,"New York",40.491467,-80.232872,"Pennsylvania"
2001,"AUS","MHT",30.194528,-97.669889,"Texas",42.932556,-71.435667,"New Hampshire"
1997,"PVD","PBI",41.732581,-71.420383,"Rhode Island",26.683161,-80.095589,"Florida"
1997,"AUS","IAH",30.194528,-97.669889,"Texas",29.984433,-95.341442,"Texas"
2011,"BUF","SWF",42.940525,-78.732167,"New York",41.504094,-74.104839,"New York"
2009,"BUF","MIA",42.940525,-78.732167,"New York",25.79325,-80.290556,"Florida"
2008,"ALB","SNA",42.748267,-73.801692,"New York",33.675667,-117.868222,"California"
2010,"ISP","MCO",40.79525,-73.100222,"New York",28.429394,-81.308994,"Florida"
2008,"DAL","LGA",32.847111,-96.851778,"Texas",40.777245,-73.872608,"New York"
2014,"ONT","MEM",34.056,-117.601194,"California",35.042417,-89.976667,"Tennessee"
2012,"MDW","IND",41.785972,-87.752417,"Illinois",39.717331,-86.294383,"Indiana"
2010,"SEA","DCA",47.449,-122.309306,"Washington",38.852083,-77.037722,"District of Columbia"
2013,"DEN","AZA",39.861656,-104.673178,"Colorado",33.307833,-111.655,"Arizona"
1994,"LGA","OKC",40.777245,-73.872608,"New York",35.393089,-97.600733,"Oklahoma"
1993,"TYS","BWI",35.810972,-83.994028,"Tennessee",39.175361,-76.668333,"Maryland"
2002,"ORD","RSW",41.978603,-87.904842,"Illinois",26.536167,-81.755167,"Florida"
2014,"SWF","PHX",41.504094,-74.104839,"New York",33.434278,-112.011583,"Arizona"
2001,"SAN","IAD",32.733556,-117.189667,"California",38.944533,-77.455811,"Virginia"
2003,"LGA","SFO",40.777245,-73.872608,"New York",37.618972,-122.374889,"California"
2004,"MSP","EWR",44.881956,-93.221767,"Minnesota",40.6925,-74.168667,"New Jersey"
2007,"COS","DFW",38.805805,-104.700778,"Colorado",32.896828,-97.037997,"Texas"
1997,"BUR","OKC",34.200667,-118.358667,"California",35.393089,-97.600733,"Oklahoma"
2001,"CVG","OAK",39.048836,-84.667822,"Kentucky",37.721278,-122.220722,"California"
2013,"IAH","PDX",29.984433,-95.341442,"Texas",45.588722,-122.5975,"Oregon"
2008,"ABQ","LAX",35.0402222,-106.6091944,"New Mexico",33.942536,-118.408075,"California"
2001,"JAX","IAD",30.494056,-81.687861,"Florida",38.944533,-77.455811,"Virginia"
1998,"DAL","SLC",32.847111,-96.851778,"Texas",40.788389,-111.977772,"Utah"
1997,"SNA","ICT",33.675667,-117.868222,"California",37.649944,-97.433056,"Kansas"
2014,"HOU","OAK",29.645419,-95.278889,"Texas",37.721278,-122.220722,"California"
1996,"ORF","PHL",36.894611,-76.201222,"Virginia",39.871944,-75.241139,"Pennsylvania"
2003,"OKC","IAD",35.393089,-97.600733,"Oklahoma",38.944533,-77.455811,"Virginia"
2007,"EWR","PWM",40.6925,-74.168667,"New Jersey",43.646161,-70.309281,"Maine"
2001,"MCI","SAT",39.297606,-94.713905,"Missouri",29.533694,-98.469778,"Texas"
1994,"DAY","LAX",39.902375,-84.219375,"Ohio",33.942536,-118.408075,"California"
2008,"ISP","SAV",40.79525,-73.100222,"New York",32.127583,-81.202139,"Georgia"
1999,"IAH","SDF",29.984433,-95.341442,"Texas",38.1740858,-85.7364989,"Kentucky"
2006,"MDW","LIT",41.785972,-87.752417,"Illinois",34.729444,-92.224306,"Arkansas"
1998,"CMH","SNA",39.997972,-82.891889,"Ohio",33.675667,-117.868222,"California"
2014,"ORD","SJC",41.978603,-87.904842,"Illinois",37.3626,-121.929022,"California"
2014,"STL","BWI",38.748697,-90.370028,"Missouri",39.175361,-76.668333,"Maryland"
1997,"OKC","BWI",35.393089,-97.600733,"Oklahoma",39.175361,-76.668333,"Maryland"
1996,"ORD","LAX",41.978603,-87.904842,"Illinois",33.942536,-118.408075,"California"
2013,"AVL","SWF",35.436194,-82.541806,"North Carolina",41.504094,-74.104839,"New York"
2007,"ATL","CAK",33.636719,-84.428067,"Georgia",40.9160833,-81.4421944,"Ohio"
1996,"BUR","SAT",34.200667,-118.358667,"California",29.533694,-98.469778,"Texas"
2005,"SYR","DCA",43.111187,-76.106311,"New York",38.852083,-77.037722,"District of Columbia"
2002,"DAL","SMF",32.847111,-96.851778,"Texas",38.695417,-121.590778,"California"
1996,"SDF","MCO",38.1740858,-85.7364989,"Kentucky",28.429394,-81.308994,"Florida"
1999,"RSW","SWF",26.536167,-81.755167,"Florida",41.504094,-74.104839,"New York"
1999,"MDW","HOU",41.785972,-87.752417,"Illinois",29.645419,-95.278889,"Texas"
1997,"MHT","MCI",42.932556,-71.435667,"New Hampshire",39.297606,-94.713905,"Missouri"
2005,"HOU","MAF",29.645419,-95.278889,"Texas",31.942528,-102.201914,"Texas"
2001,"DAY","PIE",39.902375,-84.219375,"Ohio",27.910167,-82.687389,"Florida"
2001,"IND","LGA",39.717331,-86.294383,"Indiana",40.777245,-73.872608,"New York"
2002,"CLE","MSY",41.411689,-81.849794,"Ohio",29.993389,-90.258028,"Louisiana"
1998,"OMA","OAK",41.303167,-95.894069,"Nebraska",37.721278,-122.220722,"California"
2003,"EWR","PIE",40.6925,-74.168667,"New Jersey",27.910167,-82.687389,"Florida"
1994,"PVD","MLB",41.732581,-71.420383,"Rhode Island",28.102778,-80.645278,"Florida"
1998,"CMH","ISP",39.997972,-82.891889,"Ohio",40.79525,-73.100222,"New York"
2000,"MSP","IAD",44.881956,-93.221767,"Minnesota",38.944533,-77.455811,"Virginia"
2008,"MDW","PHL",41.785972,-87.752417,"Illinois",39.871944,-75.241139,"Pennsylvania"
2003,"CHS","SWF",32.898647,-80.040528,"South Carolina",41.504094,-74.104839,"New York"
2009,"LAX","PBI",33.942536,-118.408075,"California",26.683161,-80.095589,"Florida"
1993,"ISP","SJC",40.79525,-73.100222,"New York",37.3626,-121.929022,"California"
1999,"TPA","DCA",27.975472,-82.53325,"Florida",38.852083,-77.037722,"District of Columbia"
2000,"CMH","IAD",39.997972,-82.891889,"Ohio",38.944533,-77.455811,"Virginia"
2011,"OMA","TPA",41.303167,-95.894069,"Nebraska",27.975472,-82.53325,"Florida"
1993,"HSV","HPN",34.6371944,-86.7750556,"Alabama",41.066959,-73.707575,"New York"
1997,"CVG","IAH",39.048836,-84.667822,"Kentucky",29.984433,-95.341442,"Texas"
2008,"MHT","DEN",42.932556,-71.435667,"New Hampshire",39.861656,-104.673178,"Colorado"
2004,"BHM","ONT",33.562942,-86.75355,"Alabama",34.056,-117.601194,"California"
2006,"LGA","PBI",40.777245,-73.872608,"New York",26.683161,-80.095589,"Florida"
2009,"MCI","PDX",39.297606,-94.713905,"Missouri",45.588722,-122.5975,"Oregon"
2014,"SNA","FLL",33.675667,-117.868222,"California",26.072583,-80.15275,"Florida"
1998,"ABE","MDW",40.652083,-75.440806,"Pennsylvania",41.785972,-87.752417,"Illinois"
1993,"ABQ","MDW",35.0402222,-106.6091944,"New Mexico",41.785972,-87.752417,"Illinois"
1999,"CMH","HOU",39.997972,-82.891889,"Ohio",29.645419,-95.278889,"Texas"
2004,"LGB","TUS",33.817722,-118.151611,"California",32.116083,-110.941028,"Arizona"
2010,"DTW","LGB",42.212444,-83.353389,"Michigan",33.817722,-118.151611,"California"
2006,"ABQ","PVD",35.0402222,-106.6091944,"New Mexico",41.732581,-71.420383,"Rhode Island"
1999,"CVG","LAX",39.048836,-84.667822,"Kentucky",33.942536,-118.408075,"California"
2007,"BOS","SLC",42.364347,-71.005181,"Massachusetts",40.788389,-111.977772,"Utah"
2013,"SNA","PDX",33.675667,-117.868222,"California",45.588722,-122.5975,"Oregon"
2007,"MEM","TPA",35.042417,-89.976667,"Tennessee",27.975472,-82.53325,"Florida"
2006,"MHT","SFO",42.932556,-71.435667,"New Hampshire",37.618972,-122.374889,"California"
2004,"MSP","OAK",44.881956,-93.221767,"Minnesota",37.721278,-122.220722,"California"
2000,"ORD","DSM",41.978603,-87.904842,"Illinois",41.533972,-93.663083,"Iowa"
2014,"ATL","CLE",33.636719,-84.428067,"Georgia",41.411689,-81.849794,"Ohio"
2009,"ORD","TPA",41.978603,-87.904842,"Illinois",27.975472,-82.53325,"Florida"
2012,"JAX","FLL",30.494056,-81.687861,"Florida",26.072583,-80.15275,"Florida"
2010,"MHT","IAD",42.932556,-71.435667,"New Hampshire",38.944533,-77.455811,"Virginia"
2006,"BNA","DCA",36.124472,-86.678194,"Tennessee",38.852083,-77.037722,"District of Columbia"
2013,"DAY","SWF",39.902375,-84.219375,"Ohio",41.504094,-74.104839,"New York"
2001,"BOS","MCO",42.364347,-71.005181,"Massachusetts",28.429394,-81.308994,"Florida"
2010,"SJC","IAD",37.3626,-121.929022,"California",38.944533,-77.455811,"Virginia"
1999,"CLE","MCI",41.411689,-81.849794,"Ohio",39.297606,-94.713905,"Missouri"
2009,"MCI","DCA",39.297606,-94.713905,"Missouri",38.852083,-77.037722,"District of Columbia"
2012,"ABQ","BOS",35.0402222,-106.6091944,"New Mexico",42.364347,-71.005181,"Massachusetts"
2010,"PHX","TUL",33.434278,-112.011583,"Arizona",36.198389,-95.888111,"Oklahoma"
2002,"BUR","FLL",34.200667,-118.358667,"California",26.072583,-80.15275,"Florida"
2007,"DFW","IND",32.896828,-97.037997,"Texas",39.717331,-86.294383,"Indiana"
1993,"ATL","SNA",33.636719,-84.428067,"Georgia",33.675667,-117.868222,"California"
2006,"MYR","SWF",33.67975,-78.928333,"South Carolina",41.504094,-74.104839,"New York"
2000,"MDW","RIC",41.785972,-87.752417,"Illinois",37.505167,-77.319667,"Virginia"
2014,"RNO","SJC",39.499108,-119.768108,"Nevada",37.3626,-121.929022,"California"
2009,"LAX","MFR",33.942536,-118.408075,"California",42.374228,-122.8735,"Oregon"
2010,"IAH","BWI",29.984433,-95.341442,"Texas",39.175361,-76.668333,"Maryland"
2013,"BNA","PHF",36.124472,-86.678194,"Tennessee",37.131894,-76.492989,"Virginia"
2013,"IND","HPN",39.717331,-86.294383,"Indiana",41.066959,-73.707575,"New York"
1998,"DTW","LAS",42.212444,-83.353389,"Michigan",36.080056,-115.15225,"Nevada"
2014,"DAL","EWR",32.847111,-96.851778,"Texas",40.6925,-74.168667,"New Jersey"
2004,"DFW","MSY",32.896828,-97.037997,"Texas",29.993389,-90.258028,"Louisiana"
1998,"COS","LGA",38.805805,-104.700778,"Colorado",40.777245,-73.872608,"New York"
2004,"JFK","SMF",40.639751,-73.778925,"New York",38.695417,-121.590778,"California"
2001,"CMH","DCA",39.997972,-82.891889,"Ohio",38.852083,-77.037722,"District of Columbia"
2000,"ONT","STL",34.056,-117.601194,"California",38.748697,-90.370028,"Missouri"
2001,"DEN","SNA",39.861656,-104.673178,"Colorado",33.675667,-117.868222,"California"
2012,"DFW","RSW",32.896828,-97.037997,"Texas",26.536167,-81.755167,"Florida"
2001,"GSP","LGA",34.895556,-82.218889,"South Carolina",40.777245,-73.872608,"New York"
2006,"HPN","OKC",41.066959,-73.707575,"New York",35.393089,-97.600733,"Oklahoma"
2014,"SDF","BWI",38.1740858,-85.7364989,"Kentucky",39.175361,-76.668333,"Maryland"
1997,"CLE","MCO",41.411689,-81.849794,"Ohio",28.429394,-81.308994,"Florida"
2004,"CAK","PHF",40.9160833,-81.4421944,"Ohio",37.131894,-76.492989,"Virginia"
2003,"EWR","RDU",40.6925,-74.168667,"New Jersey",35.877639,-78.787472,"North Carolina"
2001,"SNA","SWF",33.675667,-117.868222,"California",41.504094,-74.104839,"New York"
2000,"RDU","SFO",35.877639,-78.787472,"North Carolina",37.618972,-122.374889,"California"
1998,"BOS","DTW",42.364347,-71.005181,"Massachusetts",42.212444,-83.353389,"Michigan"
2013,"ISP","IAD",40.79525,-73.100222,"New York",38.944533,-77.455811,"Virginia"
1999,"IAH","ONT",29.984433,-95.341442,"Texas",34.056,-117.601194,"California"
2008,"BUR","SYR",34.200667,-118.358667,"California",43.111187,-76.106311,"New York"
1996,"PVD","RIC",41.732581,-71.420383,"Rhode Island",37.505167,-77.319667,"Virginia"
2006,"CLT","CAK",35.214,-80.943139,"North Carolina",40.9160833,-81.4421944,"Ohio"
2011,"HOU","PHL",29.645419,-95.278889,"Texas",39.871944,-75.241139,"Pennsylvania"
2011,"HOU","MKE",29.645419,-95.278889,"Texas",42.947222,-87.896583,"Wisconsin"
2007,"EWR","PBI",40.6925,-74.168667,"New Jersey",26.683161,-80.095589,"Florida"
2008,"STL","PIE",38.748697,-90.370028,"Missouri",27.910167,-82.687389,"Florida"
2006,"HOU","BNA",29.645419,-95.278889,"Texas",36.124472,-86.678194,"Tennessee"
2013,"DFW","SLC",32.896828,-97.037997,"Texas",40.788389,-111.977772,"Utah"
2007,"EWR","OMA",40.6925,-74.168667,"New Jersey",41.303167,-95.894069,"Nebraska"
2007,"HRL","IAH",26.2285,-97.654389,"Texas",29.984433,-95.341442,"Texas"
1999,"BUR","MEM",34.200667,-118.358667,"California",35.042417,-89.976667,"Tennessee"
2004,"SAV","BWI",32.127583,-81.202139,"Georgia",39.175361,-76.668333,"Maryland"
2008,"BOS","SEA",42.364347,-71.005181,"Massachusetts",47.449,-122.309306,"Washington"
2007,"PVD","SJC",41.732581,-71.420383,"Rhode Island",37.3626,-121.929022,"California"
2004,"DAL","DEN",32.847111,-96.851778,"Texas",39.861656,-104.673178,"Colorado"
2013,"MDW","MSY",41.785972,-87.752417,"Illinois",29.993389,-90.258028,"Louisiana"
2008,"LAX","JFK",33.942536,-118.408075,"California",40.639751,-73.778925,"New York"
1996,"SMF","DCA",38.695417,-121.590778,"California",38.852083,-77.037722,"District of Columbia"
2008,"ONT","PHX",34.056,-117.601194,"California",33.434278,-112.011583,"Arizona"
2002,"ISP","RIC",40.79525,-73.100222,"New York",37.505167,-77.319667,"Virginia"
2011,"XNA","HPN",36.2818694,-94.3068111,"Arkansas",41.066959,-73.707575,"New York"
2000,"BOS","MDW",42.364347,-71.005181,"Massachusetts",41.785972,-87.752417,"Illinois"
1999,"DTW","IAH",42.212444,-83.353389,"Michigan",29.984433,-95.341442,"Texas"
2010,"MDW","BDL",41.785972,-87.752417,"Illinois",41.938889,-72.683222,"Connecticut"
1996,"MDW","BUR",41.785972,-87.752417,"Illinois",34.200667,-118.358667,"California"
2003,"FLL","PHF",26.072583,-80.15275,"Florida",37.131894,-76.492989,"Virginia"
1996,"DFW","MKE",32.896828,-97.037997,"Texas",42.947222,-87.896583,"Wisconsin"
1998,"PVD","MYR",41.732581,-71.420383,"Rhode Island",33.67975,-78.928333,"South Carolina"
1998,"IND","SNA",39.717331,-86.294383,"Indiana",33.675667,-117.868222,"California"
2012,"RIC","SFO",37.505167,-77.319667,"Virginia",37.618972,-122.374889,"California"
2005,"IAH","RDU",29.984433,-95.341442,"Texas",35.877639,-78.787472,"North Carolina"
1996,"LAS","LAX",36.080056,-115.15225,"Nevada",33.942536,-118.408075,"California"
2012,"MHT","PIT",42.932556,-71.435667,"New Hampshire",40.491467,-80.232872,"Pennsylvania"
2006,"ELP","LGB",31.80725,-106.377583,"Texas",33.817722,-118.151611,"California"
2005,"PWM","DCA",43.646161,-70.309281,"Maine",38.852083,-77.037722,"District of Columbia"
2007,"PNS","IAD",30.473425,-87.186611,"Florida",38.944533,-77.455811,"Virginia"
2004,"IAH","BNA",29.984433,-95.341442,"Texas",36.124472,-86.678194,"Tennessee"
2014,"LGB","SMF",33.817722,-118.151611,"California",38.695417,-121.590778,"California"
1996,"SNA","SEA",33.675667,-117.868222,"California",47.449,-122.309306,"Washington"
2000,"ONT","TPA",34.056,-117.601194,"California",27.975472,-82.53325,"Florida"
1997,"IAH","RNO",29.984433,-95.341442,"Texas",39.499108,-119.768108,"Nevada"
2014,"ORD","ONT",41.978603,-87.904842,"Illinois",34.056,-117.601194,"California"
2008,"BOS","EWR",42.364347,-71.005181,"Massachusetts",40.6925,-74.168667,"New Jersey"
2004,"DSM","BUR",41.533972,-93.663083,"Iowa",34.200667,-118.358667,"California"
2009,"PHL","SJC",39.871944,-75.241139,"Pennsylvania",37.3626,-121.929022,"California"
2004,"PDX","TPA",45.588722,-122.5975,"Oregon",27.975472,-82.53325,"Florida"
1998,"EWR","SJC",40.6925,-74.168667,"New Jersey",37.3626,-121.929022,"California"
2010,"JAX","SFO",30.494056,-81.687861,"Florida",37.618972,-122.374889,"California"
1998,"CMH","SJC",39.997972,-82.891889,"Ohio",37.3626,-121.929022,"California"
1997,"FLL","RDU",26.072583,-80.15275,"Florida",35.877639,-78.787472,"North Carolina"
2004,"GRR","TPA",42.880833,-85.522806,"Michigan",27.975472,-82.53325,"Florida"
2013,"SMF","IAD",38.695417,-121.590778,"California",38.944533,-77.455811,"Virginia"
2005,"ORD","TUL",41.978603,-87.904842,"Illinois",36.198389,-95.888111,"Oklahoma"
2000,"MDW","DSM",41.785972,-87.752417,"Illinois",41.533972,-93.663083,"Iowa"
1999,"CVG","DAL",39.048836,-84.667822,"Kentucky",32.847111,-96.851778,"Texas"
2009,"ORD","ELP",41.978603,-87.904842,"Illinois",31.80725,-106.377583,"Texas"
2009,"AUS","MIA",30.194528,-97.669889,"Texas",25.79325,-80.290556,"Florida"
1999,"BHM","ISP",33.562942,-86.75355,"Alabama",40.79525,-73.100222,"New York"
2009,"PVD","TPA",41.732581,-71.420383,"Rhode Island",27.975472,-82.53325,"Florida"
2009,"EWR","ORF",40.6925,-74.168667,"New Jersey",36.894611,-76.201222,"Virginia"
2003,"EWR","MCO",40.6925,-74.168667,"New Jersey",28.429394,-81.308994,"Florida"
2009,"MCI","HPN",39.297606,-94.713905,"Missouri",41.066959,-73.707575,"New York"
2013,"RDU","IAD",35.877639,-78.787472,"North Carolina",38.944533,-77.455811,"Virginia"
2009,"AUS","MDW",30.194528,-97.669889,"Texas",41.785972,-87.752417,"Illinois"
2003,"GEG","IAD",47.619861,-117.533833,"Washington",38.944533,-77.455811,"Virginia"
2003,"PSP","SFO",33.829667,-116.506694,"California",37.618972,-122.374889,"California"
2009,"JFK","SAT",40.639751,-73.778925,"New York",29.533694,-98.469778,"Texas"
2004,"PDX","IAD",45.588722,-122.5975,"Oregon",38.944533,-77.455811,"Virginia"
1999,"ORD","RIC",41.978603,-87.904842,"Illinois",37.505167,-77.319667,"Virginia"
2000,"PHF","SFO",37.131894,-76.492989,"Virginia",37.618972,-122.374889,"California"
1996,"FLL","SJC",26.072583,-80.15275,"Florida",37.3626,-121.929022,"California"
2002,"ORD","BNA",41.978603,-87.904842,"Illinois",36.124472,-86.678194,"Tennessee"
2013,"FLL","TLH",26.072583,-80.15275,"Florida",30.396528,-84.350333,"Florida"
2005,"JAX","OAK",30.494056,-81.687861,"Florida",37.721278,-122.220722,"California"
2003,"DAL","OAK",32.847111,-96.851778,"Texas",37.721278,-122.220722,"California"
2005,"HOU","OKC",29.645419,-95.278889,"Texas",35.393089,-97.600733,"Oklahoma"
1997,"MCI","STL",39.297606,-94.713905,"Missouri",38.748697,-90.370028,"Missouri"
2012,"MHT","BNA",42.932556,-71.435667,"New Hampshire",36.124472,-86.678194,"Tennessee"
2006,"ONT","MSY",34.056,-117.601194,"California",29.993389,-90.258028,"Louisiana"
1996,"BOS","SRQ",42.364347,-71.005181,"Massachusetts",27.395444,-82.554389,"Florida"
2012,"SWF","SLC",41.504094,-74.104839,"New York",40.788389,-111.977772,"Utah"
2000,"DTW","BDL",42.212444,-83.353389,"Michigan",41.938889,-72.683222,"Connecticut"
1997,"SDF","SFO",38.1740858,-85.7364989,"Kentucky",37.618972,-122.374889,"California"
2008,"RIC","SJC",37.505167,-77.319667,"Virginia",37.3626,-121.929022,"California"
2013,"AZA","OAK",33.307833,-111.655,"Arizona",37.721278,-122.220722,"California"
1997,"MIA","SJC",25.79325,-80.290556,"Florida",37.3626,-121.929022,"California"
2005,"CAK","SWF",40.9160833,-81.4421944,"Ohio",41.504094,-74.104839,"New York"
2009,"ORD","IAD",41.978603,-87.904842,"Illinois",38.944533,-77.455811,"Virginia"
1993,"BOS","IAD",42.364347,-71.005181,"Massachusetts",38.944533,-77.455811,"Virginia"
2009,"MDW","XNA",41.785972,-87.752417,"Illinois",36.2818694,-94.3068111,"Arkansas"
2004,"SNA","SFO",33.675667,-117.868222,"California",37.618972,-122.374889,"California"
1998,"COS","SFO",38.805805,-104.700778,"Colorado",37.618972,-122.374889,"California"
2013,"GRR","MIA",42.880833,-85.522806,"Michigan",25.79325,-80.290556,"Florida"
1996,"DTW","MKE",42.212444,-83.353389,"Michigan",42.947222,-87.896583,"Wisconsin"
2007,"BUF","LAX",42.940525,-78.732167,"New York",33.942536,-118.408075,"California"
2013,"ROC","SFO",43.118866,-77.672389,"New York",37.618972,-122.374889,"California"
2003,"DFW","OAK",32.896828,-97.037997,"Texas",37.721278,-122.220722,"California"
2001,"DFW","DCA",32.896828,-97.037997,"Texas",38.852083,-77.037722,"District of Columbia"
2007,"LGB","PIT",33.817722,-118.151611,"California",40.491467,-80.232872,"Pennsylvania"
2001,"CLE","SAN",41.411689,-81.849794,"Ohio",32.733556,-117.189667,"California"
2000,"SAT","BWI",29.533694,-98.469778,"Texas",39.175361,-76.668333,"Maryland"
2005,"GSO","IAD",36.09775,-79.937306,"North Carolina",38.944533,-77.455811,"Virginia"
1999,"DEN","MIA",39.861656,-104.673178,"Colorado",25.79325,-80.290556,"Florida"
1993,"ORD","ICT",41.978603,-87.904842,"Illinois",37.649944,-97.433056,"Kansas"
2011,"HOU","PDX",29.645419,-95.278889,"Texas",45.588722,-122.5975,"Oregon"
2004,"SNA","MKE",33.675667,-117.868222,"California",42.947222,-87.896583,"Wisconsin"
2007,"BUR","BWI",34.200667,-118.358667,"California",39.175361,-76.668333,"Maryland"
2001,"BOS","FLL",42.364347,-71.005181,"Massachusetts",26.072583,-80.15275,"Florida"
1996,"GRR","IAD",42.880833,-85.522806,"Michigan",38.944533,-77.455811,"Virginia"
2004,"SWF","PHF",41.504094,-74.104839,"New York",37.131894,-76.492989,"Virginia"
1999,"DEN","FLL",39.861656,-104.673178,"Colorado",26.072583,-80.15275,"Florida"
2005,"LAX","BWI",33.942536,-118.408075,"California",39.175361,-76.668333,"Maryland"
2010,"GRR","LGB",42.880833,-85.522806,"Michigan",33.817722,-118.151611,"California"
2003,"BDL","LGB",41.938889,-72.683222,"Connecticut",33.817722,-118.151611,"California"
2004,"MHT","ORD",42.932556,-71.435667,"New Hampshire",41.978603,-87.904842,"Illinois"
2000,"JAX","PHF",30.494056,-81.687861,"Florida",37.131894,-76.492989,"Virginia"
1998,"ONT","MFR",34.056,-117.601194,"California",42.374228,-122.8735,"Oregon"
2007,"MDW","JAN",41.785972,-87.752417,"Illinois",32.311111,-90.075833,"Mississippi"
1996,"CAK","IAH",40.9160833,-81.4421944,"Ohio",29.984433,-95.341442,"Texas"
2010,"ORD","DEN",41.978603,-87.904842,"Illinois",39.861656,-104.673178,"Colorado"
2000,"LAS","HPN",36.080056,-115.15225,"Nevada",41.066959,-73.707575,"New York"
2000,"BUF","LGB",42.940525,-78.732167,"New York",33.817722,-118.151611,"California"
1993,"JAX","BUR",30.494056,-81.687861,"Florida",34.200667,-118.358667,"California"
1993,"LAX","ICT",33.942536,-118.408075,"California",37.649944,-97.433056,"Kansas"
1993,"ONT","SAN",34.056,-117.601194,"California",32.733556,-117.189667,"California"
2010,"DAL","GRR",32.847111,-96.851778,"Texas",42.880833,-85.522806,"Michigan"
2005,"XNA","JFK",36.2818694,-94.3068111,"Arkansas",40.639751,-73.778925,"New York"
2013,"PVD","LAS",41.732581,-71.420383,"Rhode Island",36.080056,-115.15225,"Nevada"
1993,"ORD","CLE",41.978603,-87.904842,"Illinois",41.411689,-81.849794,"Ohio"
1998,"ABQ","IAH",35.0402222,-106.6091944,"New Mexico",29.984433,-95.341442,"Texas"
2004,"PVD","SNA",41.732581,-71.420383,"Rhode Island",33.675667,-117.868222,"California"
2003,"JAX","SJC",30.494056,-81.687861,"Florida",37.3626,-121.929022,"California"
2005,"SNA","OMA",33.675667,-117.868222,"California",41.303167,-95.894069,"Nebraska"
1997,"DAY","MCO",39.902375,-84.219375,"Ohio",28.429394,-81.308994,"Florida"
2014,"MCO","OAK",28.429394,-81.308994,"Florida",37.721278,-122.220722,"California"
2007,"JAX","BWI",30.494056,-81.687861,"Florida",39.175361,-76.668333,"Maryland"
2012,"ISP","DCA",40.79525,-73.100222,"New York",38.852083,-77.037722,"District of Columbia"
2008,"LAX","SLC",33.942536,-118.408075,"California",40.788389,-111.977772,"Utah"
2000,"MCI","RDU",39.297606,-94.713905,"Missouri",35.877639,-78.787472,"North Carolina"
1999,"COS","ONT",38.805805,-104.700778,"Colorado",34.056,-117.601194,"California"
2013,"CHS","JFK",32.898647,-80.040528,"South Carolina",40.639751,-73.778925,"New York"
2011,"MIA","JFK",25.79325,-80.290556,"Florida",40.639751,-73.778925,"New York"
2004,"MIA","RDU",25.79325,-80.290556,"Florida",35.877639,-78.787472,"North Carolina"
1996,"ACY","BOS",39.457583,-74.577167,"New Jersey",42.364347,-71.005181,"Massachusetts"
2003,"DAY","OAK",39.902375,-84.219375,"Ohio",37.721278,-122.220722,"California"
2004,"JFK","SLC",40.639751,-73.778925,"New York",40.788389,-111.977772,"Utah"
1993,"BHM","MIA",33.562942,-86.75355,"Alabama",25.79325,-80.290556,"Florida"
1999,"PVD","DAY",41.732581,-71.420383,"Rhode Island",39.902375,-84.219375,"Ohio"
1999,"BOS","BUR",42.364347,-71.005181,"Massachusetts",34.200667,-118.358667,"California"
